task_id,passed,avg_cyclomatic_complexity,max_cyclomatic_complexity,style_score,efficiency_score,loc_score,functional_correctness,overall_score
HumanEval/130,False,0.5,0.5,0.7272727272727273,0.9999990463256836,0.76,0.0,0.0
HumanEval/131,True,0.6,0.6,0.75,0.999999205271403,0.84,1.0,0.7841025453671115
HumanEval/132,False,0.4,0.4,0.8181818181818181,0.9999977747599283,0.78,0.0,0.0
HumanEval/133,True,0.8,0.8,0.6666666666666667,0.9999992847442627,0.94,1.0,0.8414563026725393
HumanEval/134,True,0.5,0.5,0.8333333333333334,0.999999205271403,0.88,1.0,0.778157972524486
HumanEval/135,True,0.7,0.7,0.8,0.9999992847442627,0.9,1.0,0.8425730354582374
HumanEval/136,False,,,0.0,,0.94,0.0,0.0
HumanEval/137,False,0.5,0.5,0.6,0.9999989668528239,0.78,0.0,0.0
HumanEval/138,True,0.8,0.8,0.005,0.9999992847442627,0.96,1.0,0.24893314640265615
HumanEval/139,True,0.7,0.7,0.6666666666666667,0.9999993642171224,0.88,1.0,0.8005201982389941
HumanEval/140,False,0.7,0.7,0.5,0.9999992847442627,0.96,0.0,0.0
HumanEval/141,False,,,0.0,,0.76,0.0,0.0
HumanEval/142,False,0.6,0.6,0.875,0.9999992847442627,0.84,0.0,0.0
HumanEval/143,True,0.7,0.7,0.8181818181818181,0.9999988079071045,0.78,1.0,0.8175427796782421
HumanEval/144,True,0.9,0.9,0.5,0.9999985694885254,0.88,1.0,0.7932747687920009
HumanEval/145,False,0.8,0.8,0.5,0.9999989668528239,0.96,0.0,0.0
HumanEval/146,True,0.6,0.6,0.6,0.9999988873799642,0.9,1.0,0.7544598479528295
HumanEval/147,True,0.4,0.4,0.6666666666666667,0.9999982515970866,0.8200000000000001,1.0,0.683825759230684
HumanEval/148,True,0.7,0.7,0.7777777777777778,0.9999974568684896,0.8200000000000001,1.0,0.8174130738718615
HumanEval/149,True,0.7,0.7,0.6666666666666667,0.9999988873799642,0.94,1.0,0.8138297053148388
HumanEval/150,True,0.8,0.8,0.5555555555555556,0.9999985694885254,0.8200000000000001,1.0,0.7769761326758554
HumanEval/151,False,,,0.0,,0.98,0.0,0.0
HumanEval/152,True,0.8,0.8,0.5,0.9999988873799642,0.96,1.0,0.787195649543607
HumanEval/153,True,0.09999999999999998,0.09999999999999998,0.6363636363636364,0.9999989668528239,0.78,1.0,0.47200856267722363
HumanEval/154,True,0.7,0.7,0.4,0.9999991257985433,0.9,1.0,0.7085166169523289
HumanEval/155,True,0.7,0.7,0.888888888888889,0.9999993642171224,0.8,1.0,0.8399603911300844
HumanEval/156,True,0.7,0.7,0.875,0.999997615814209,0.76,1.0,0.8259992680385632
HumanEval/157,True,0.9,0.9,0.005,0.9999986489613851,0.94,1.0,0.25502628537327826
HumanEval/158,True,0.4,0.4,0.8181818181818181,0.9999991257985433,0.78,1.0,0.7108058765579467
HumanEval/159,True,0.8,0.8,0.5,0.9999988079071045,0.9,1.0,0.7745964383935836
HumanEval/160,False,0.30000000000000004,0.30000000000000004,0.8571428571428571,0.9999990463256836,0.72,0.0,0.0
HumanEval/161,True,0.5,0.5,0.25,0.9999992847442627,0.9,1.0,0.5791459890847154
HumanEval/162,True,0.8,0.8,0.8,0.999999205271403,0.9,1.0,0.8711752618515132
HumanEval/163,False,0.7,0.7,0.25,0.9999991257985433,0.92,0.0,0.0
